Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,1730015528014458.8,10100969.75,13,11,3656,4857,2042,66,281.2307692307692,522.8880088723447,2962,66,441.54545454545456,825.387442206426,842.7903667368174,2.376009491563916,420873.7395833333,1983497.92742441,9933149.0,0.0,10100969.75,841747.4791666666,2760752.798221122,9998057.75,289.25,10082761.75,1008276.175,2975020.3410539627,9933149.0,363.0,7,6,0,0,392,360,1.287005141263788,1.0890043503001283,66,2962,354.7083333333333,683.1726526024654,466724.8732638888,1,2,0,13,22,0,0,0,1.1818181818181819,354.7083333333333,281.2307692307692,441.54545454545456,nan,nan,nan,nan,nan,nan,13,3656,11,4857,64240,65160,0,66,0,0,0,0,0,0,0,0,BENIGN
58172,6,1730015538136636.0,772.0,2,0,156,0,90,66,78.0,12.0,0,0,0,0,202072.53886010364,2590.6735751295337,386.0,386.0,772.0,0.0,772.0,772.0,0.0,772.0,772.0,0,0,0,0,0,1,0,0,0,32,0,2590.6735751295337,0.0,66,90,78.0,12.0,144.0,1,0,0,1,1,0,0,0,0,78.0,78.0,0,nan,nan,nan,nan,nan,nan,2,156,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015538138682.2,0.0,1,0,54,0,54,54,54.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54.0,0.0,0.0,0,0,1,0,0,0,0,0,0,54.0,54.0,0,nan,nan,nan,nan,nan,nan,1,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015538140103.8,0.0,1,0,54,0,54,54,54.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54.0,0.0,0.0,0,0,1,0,0,0,0,0,0,54.0,54.0,0,nan,nan,nan,nan,nan,nan,1,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015537316077.0,4631490.75,10,11,2034,7627,667,54,203.4,232.07550495474527,4229,60,693.3636363636364,1203.147030441211,2085.9374489736374,4.534177251676471,220547.17857142858,943611.333356025,4439887.0,0.0,4631490.75,514610.0833333333,1387975.2000299352,4439887.0,184.5,145018.75,14501.875,18413.174938834556,45213.75,195.0,3,5,0,0,200,232,2.1591320246078434,2.375045227068628,54,4229,460.04761904761904,918.571897602882,843774.3310657596,1,2,0,8,19,0,0,0,0.9090909090909091,460.04761904761904,203.4,693.3636363636364,nan,nan,nan,nan,nan,nan,10,2034,11,7627,64240,65535,0,54,0,0,0,0,0,0,0,0,BENIGN
54642,6,1730015541983164.0,277.75,2,0,120,0,60,60,60.0,0.0,0,0,0,0,432043.20432043204,7200.7200720072005,138.875,138.875,277.75,0.0,277.75,277.75,0.0,277.75,277.75,0,0,0,0,0,0,0,0,0,20,0,7200.7200720072005,0.0,60,60,60.0,0.0,0.0,1,0,0,0,1,0,0,0,0,60.0,60.0,0,nan,nan,nan,nan,nan,nan,2,120,0,0,16385,0,0,60,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015531657745.0,18945437.75,19,17,4540,4297,1818,66,238.94736842105263,428.90036552293395,2702,66,252.76470588235293,615.7383448694425,466.44475132278217,1.9001936231323027,526262.1597222222,2346685.38310498,13977811.25,0.0,18945437.75,1052524.3194444445,3234312.509421542,13977811.25,171.75,18910546.5,1181909.15625,3414086.8423744123,13994802.0,308.0,9,7,0,0,584,552,1.0028799677642708,0.8973136553680318,66,2702,245.47222222222223,525.5193455637274,276170.5825617283,1,2,0,16,34,0,0,0,1.1176470588235294,245.47222222222223,238.94736842105263,252.76470588235293,nan,nan,nan,nan,nan,nan,19,4540,17,4297,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015532613811.5,17992436.25,22,20,5069,2324,2067,66,230.4090909090909,447.5277197195223,491,66,116.2,105.25663874549672,410.8948836764671,2.334314231626081,428391.33928571426,2288181.3345386204,14898218.0,0.0,17992436.25,856782.6785714285,3178879.4916477227,14898218.0,355.75,17949314.5,944700.7631578947,3336393.412811258,14922894.75,306.5,11,8,0,0,680,648,1.222736026089852,1.111578205536229,66,2067,176.02380952380952,336.8061112509149,113438.35657596368,1,2,0,19,40,0,0,0,1.1,176.02380952380952,230.4090909090909,116.2,nan,nan,nan,nan,nan,nan,22,5069,20,2324,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015532876468.2,17731308.75,107,124,80813,13389,2826,66,755.2616822429907,1049.99678981662,2702,66,107.9758064516129,235.99748712814986,5312.749404355163,13.027803150740354,76758.91233766233,578726.141907427,7387904.5,0.0,17731308.75,167276.49764150943,855169.0700760082,7454091.75,172.5,13762695.5,111891.83333333333,710627.888339165,7403698.25,144.5,85,52,0,0,3400,3968,6.034523537355922,6.993279613384432,66,2826,407.8008658008658,802.9650918318612,644752.9387005492,1,1,0,137,229,0,0,0,0.8629032258064516,407.8008658008658,755.2616822429907,107.9758064516129,nan,nan,nan,nan,nan,nan,107,80813,124,13389,64240,278,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015533266632.5,17342632.0,82,83,12773,25939,2067,66,155.76829268292684,256.9529376469118,2826,66,312.51807228915663,555.9057379020553,2232.1871328411976,9.514126806127237,105106.86060606061,858798.9308185837,10920212.25,0.0,17342632.0,214106.56790123458,1216457.3778240536,10920212.25,282.0,17301664.25,210995.90548780488,1211804.8879823184,10936861.25,253.0,33,59,0,0,2600,2664,4.728232715772323,4.785894090354913,66,2826,234.61818181818182,440.91584399701867,194406.7814876033,1,2,0,92,163,0,0,0,0.9879518072289156,234.61818181818182,155.76829268292684,312.51807228915663,nan,nan,nan,nan,nan,nan,82,12773,83,25939,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015531891369.8,18723334.75,22,20,6110,6092,1854,66,277.72727272727275,493.876887660568,2703,66,304.6,617.6638568023873,651.7001465243792,2.2431901453879632,445793.6845238095,2713791.5902515245,17820662.0,0.0,18723334.75,891587.369047619,3786060.034227172,17820662.0,320.75,868642.75,45718.03947368421,53146.71149913966,191386.5,321.0,10,10,0,0,680,648,1.1750043618698853,1.0681857835180777,66,2703,290.5238095238095,556.4311123278783,309615.5827664399,1,2,0,20,40,0,0,0,1.1,290.5238095238095,277.72727272727275,304.6,nan,nan,nan,nan,nan,nan,22,6110,20,6092,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015532786524.0,17831432.5,16,16,4595,1625,2003,66,287.1875,498.21571868393517,300,66,101.5625,66.34188792723644,348.8222272663736,1.7945838058720185,557232.265625,2609163.338983552,14898958.75,0.0,17831432.5,1188762.1666666667,3711340.534912213,14898958.75,326.75,15362651.0,1024176.7333333333,3713026.712023754,14916531.75,330.25,9,7,0,0,488,520,0.8972919029360092,0.8972919029360092,66,2003,194.375,367.3203429909648,134924.234375,1,2,0,16,30,0,0,0,1.0,194.375,287.1875,101.5625,nan,nan,nan,nan,nan,nan,16,4595,16,1625,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
55996,6,1730015550622040.5,7255.25,2,0,132,0,66,66,66.0,0.0,0,0,0,0,18193.721787670995,275.6624513283484,3627.625,3627.625,7255.25,0.0,7255.25,7255.25,0.0,7255.25,7255.25,0,0,0,0,0,0,0,0,0,32,0,275.6624513283484,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,1155,0,0,66,0,0,0,0,0,0,0,0,BENIGN
51918,6,1730015550630506.8,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,300,0,0,66,0,0,0,0,0,0,0,0,BENIGN
51944,6,1730015550631177.2,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,386,0,0,66,0,0,0,0,0,0,0,0,BENIGN
48022,6,1730015550631600.5,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,300,0,0,66,0,0,0,0,0,0,0,0,BENIGN
36110,6,1730015550639843.8,1299.5,3,0,210,0,78,66,70.0,5.656854249492381,0,0,0,0,161600.61562139282,2308.580223162755,433.1666666666667,356.4319321023612,873.0,0.0,1299.5,649.75,223.25,873.0,426.5,0,0,0,0,0,0,0,0,0,76,0,2308.580223162755,0.0,66,78,70.0,5.656854249492381,32.0,1,0,0,0,2,0,0,0,0,70.0,70.0,0,nan,nan,nan,nan,nan,nan,3,210,0,0,301,0,0,66,0,0,0,0,0,0,0,0,BENIGN
51928,6,1730015550635427.5,7953.5,3,0,210,0,78,66,70.0,5.656854249492381,0,0,0,0,26403.470170365246,377.1924310052178,2651.1666666666665,3215.4122359694757,7176.25,0.0,7953.5,3976.75,3199.5,7176.25,777.25,0,0,0,0,0,0,0,0,0,76,0,377.1924310052178,0.0,66,78,70.0,5.656854249492381,32.0,1,0,0,0,2,0,0,0,0,70.0,70.0,0,nan,nan,nan,nan,nan,nan,3,210,0,0,300,0,0,66,0,0,0,0,0,0,0,0,BENIGN
80,6,1730015556216506.5,49100.5,3,2,293,140,153,66,97.66666666666667,39.262648351270904,74,66,70.0,4.0,8818.647467948393,101.83195690471584,9820.1,11959.979734096543,28007.75,0.0,21092.75,10546.375,10232.125,20778.5,314.25,28787.25,28787.25,0.0,28787.25,28787.25,1,0,0,0,104,40,61.099174142829504,40.732782761886334,66,153,86.6,33.39221466150456,1115.04,1,2,0,1,3,0,0,0,1.5,86.6,97.66666666666667,70.0,nan,nan,nan,nan,nan,nan,3,293,2,140,64240,65160,0,66,0,0,0,0,0,0,0,0,BENIGN
54686,6,1730015556266255.8,470.75,1,3,251,210,251,251,251.0,0.0,78,66,70.0,5.656854249492381,979288.3696229422,8497.079129049389,117.6875,72.31060930976865,197.25,0.0,0,0,0,0,0,273.5,136.75,2.0,138.75,134.75,1,0,0,0,32,76,2124.2697822623472,6372.809346787042,66,251,115.25,78.5282592446821,6166.6875,1,0,0,1,3,0,0,0,0.3333333333333333,115.25,251.0,70.0,nan,nan,nan,nan,nan,nan,1,251,3,210,509,502,0,251,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015421915386.8,135742266.75,4,7,264,543,66,66,66.0,0.0,123,66,77.57142857142857,20.31084961898192,5.945090054273755,0.08103592391203383,12340206.068181818,20018126.657574974,45038001.5,0.0,135149921.5,45049973.833333336,8424.40150528346,45055966.0,45038060.0,135716511.0,22619418.5,22429518.623646054,45058216.75,199.0,0,2,0,0,128,192,0.02946760869528503,0.0515683152167488,66,123,73.36363636363636,17.131962299497538,293.504132231405,1,0,0,2,10,0,0,0,0.5714285714285714,73.36363636363636,66.0,77.57142857142857,nan,nan,nan,nan,nan,nan,4,264,7,543,501,151,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015557658233.5,184.0,2,0,132,0,66,66,66.0,0.0,0,0,0,0,717391.304347826,10869.565217391304,92.0,92.0,184.0,0.0,184.0,184.0,0.0,184.0,184.0,0,0,0,0,0,0,0,0,0,32,0,10869.565217391304,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015425995129.5,133173747.75,3,6,198,477,66,66,66.0,0.0,123,66,79.5,21.33658829335187,5.068566526092978,0.06758088701457304,14797083.083333334,20916114.751578834,45031026.75,0.0,90110933.75,45055466.875,540.375,45056007.25,45054926.5,133149521.25,26629904.25,21755541.095213424,45055680.5,147.75,0,2,0,0,96,160,0.022526962338191014,0.04505392467638203,66,123,75.0,18.547236990991408,344.0,1,0,0,2,8,0,0,0,0.5,75.0,66.0,79.5,nan,nan,nan,nan,nan,nan,3,198,6,477,501,151,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015559169894.5,393.75,2,0,132,0,66,66,66.0,0.0,0,0,0,0,335238.0952380952,5079.3650793650795,196.875,196.875,393.75,0.0,393.75,393.75,0.0,393.75,393.75,0,0,0,0,0,0,0,0,0,32,0,5079.3650793650795,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015568801405.0,329361.0,8,6,4861,5602,2922,66,607.625,903.7022376728963,4598,66,933.6666666666666,1646.092409988644,31767.574181521188,42.50655056305998,23525.785714285714,36276.53542308438,83638.25,0.0,246132.25,35161.75,40241.936366849586,83977.0,317.75,252321.75,50464.35,39916.28496071497,84286.25,842.25,4,3,0,0,264,168,24.289457464605704,18.217093098454278,66,4598,747.3571428571429,1286.0685166785775,1653972.2295918365,1,2,0,7,12,0,0,0,1.3333333333333333,747.3571428571429,607.625,933.6666666666666,nan,nan,nan,nan,nan,nan,8,4861,6,5602,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015569131816.8,1361.25,3,0,222,0,90,66,74.0,11.313708498984761,0,0,0,0,163085.39944903582,2203.8567493112946,453.75,410.5097948486329,994.25,0.0,1361.25,680.625,313.625,994.25,367.0,0,0,0,0,0,1,0,0,0,64,0,2203.8567493112946,0.0,66,90,74.0,11.313708498984761,128.0,1,0,0,1,2,0,0,0,0,74.0,74.0,0,nan,nan,nan,nan,nan,nan,3,222,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015481017485.5,92881835.5,10,11,4332,2749,1890,66,433.2,596.6460927551608,1567,66,249.9090909090909,426.57653145723174,76.23665016826676,0.22609372313707132,4422944.547619048,11495468.742795363,45071016.75,0.0,71951989.0,7994665.444444444,15539126.735532857,45071016.75,448.5,92875609.75,9287560.975,15258107.682773838,45085502.25,311.0,4,4,0,0,328,328,0.10766367768431967,0.11843004545275164,66,1890,337.1904761904762,522.6983669062301,273213.58276644,1,2,0,8,19,0,0,0,0.9090909090909091,337.1904761904762,433.2,249.9090909090909,nan,nan,nan,nan,nan,nan,10,4332,11,2749,64240,65160,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015573900345.2,9272079.75,3,0,198,0,66,66,66.0,0.0,0,0,0,0,21.354432375325505,0.3235520056867501,3090693.25,4342396.093299801,9231724.5,0.0,9272079.75,4636039.875,4595684.625,9231724.5,40355.25,0,0,0,0,0,0,0,0,0,64,0,0.3235520056867501,0.0,66,66,66.0,0.0,0.0,0,0,1,0,2,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,3,198,0,0,489,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015468210037.8,119749268.75,18,18,4487,7257,1971,66,249.27777777777777,465.6251240782003,2962,66,403.1666666666667,747.3111244098183,98.0715800821957,0.3006281405789378,3326368.576388889,6060503.910867469,15108132.5,0.0,105239554.75,6190562.044117647,7112817.588391907,15108375.5,204.0,119716018.75,7042118.75,7189106.865492384,15108329.75,281.5,4,6,0,0,584,552,0.1503140702894689,0.1503140702894689,66,2962,326.22222222222223,627.3442308259615,393560.7839506173,1,2,0,10,34,0,0,0,1.0,326.22222222222223,249.27777777777777,403.1666666666667,nan,nan,nan,nan,nan,nan,18,4487,18,7257,64240,35796,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015587999490.5,22801.5,1,1,66,66,66,66,66.0,0.0,66,66,66.0,0.0,5789.092822840603,87.71352761879702,11400.75,11400.75,22801.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,43.85676380939851,43.85676380939851,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,66.0,66.0,66.0,nan,nan,nan,nan,nan,nan,1,66,1,66,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015468242336.8,120336904.25,47,43,8124,47943,1961,66,172.85106382978722,289.43267902978346,8188,66,1114.953488372093,1879.8281459489283,465.91692174098785,0.7479002435780211,1337076.713888889,7038002.728451023,47030985.75,0.0,105719207.25,2298243.6358695654,9520537.71618084,47030985.75,143.25,120311350.5,2864555.964285714,10098671.87652502,47097513.5,179.0,21,27,0,0,1512,1352,0.39057012720185547,0.35733011637616563,66,8188,622.9666666666667,1397.6935401661633,1953547.2322222223,1,2,0,48,88,0,0,0,1.0930232558139534,622.9666666666667,172.85106382978722,1114.953488372093,nan,nan,nan,nan,nan,nan,47,8124,43,47943,64240,26847,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015588580293.5,218.0,2,0,132,0,66,66,66.0,0.0,0,0,0,0,605504.5871559633,9174.311926605504,109.0,109.0,218.0,0.0,218.0,218.0,0.0,218.0,218.0,0,0,0,0,0,0,0,0,0,32,0,9174.311926605504,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015588491053.5,359146.75,8,6,4851,5602,2922,66,606.375,903.7451158235932,4598,66,933.6666666666666,1646.092409988644,29105.09422680283,38.981279936404825,25653.339285714286,39199.445029053386,94378.75,0.0,269052.0,38436.0,43755.04246900334,94668.75,311.25,278864.25,55772.85,43313.730501020116,95073.0,688.0,4,3,0,0,264,168,22.275017106517044,16.70626282988778,66,4598,746.6428571428571,1286.1634870054904,1654216.5153061226,1,2,0,7,12,0,0,0,1.3333333333333333,746.6428571428571,606.375,933.6666666666666,nan,nan,nan,nan,nan,nan,8,4851,6,5602,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015588850838.0,404.0,3,0,222,0,90,66,74.0,11.313708498984761,0,0,0,0,549504.9504950495,7425.742574257426,134.66666666666666,99.96297925843459,239.25,0.0,404.0,202.0,37.25,239.25,164.75,0,0,0,0,0,1,0,0,0,64,0,7425.742574257426,0.0,66,90,74.0,11.313708498984761,128.0,1,0,0,1,2,0,0,0,0,74.0,74.0,0,nan,nan,nan,nan,nan,nan,3,222,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015529723984.8,66383964.75,101,111,10553,306753,1792,66,104.48514851485149,207.16514739281044,8346,66,2763.5405405405404,2072.669362052834,4779.859130061977,3.1935423079712932,313131.9091981132,3327645.33220436,45000405.25,0.0,66383964.75,663839.6475,4821720.595535339,45000405.25,138.5,66368381.5,603348.9227272727,4602236.168690818,45017331.0,186.0,7,99,0,0,3208,3560,1.52145175992972,1.6720905480415735,66,8346,1496.7264150943397,2008.3466612972354,4033456.3119437527,1,2,0,106,210,0,0,0,0.9099099099099099,1496.7264150943397,104.48514851485149,2763.5405405405404,nan,nan,nan,nan,nan,nan,101,10553,111,306753,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
36804,6,1730015596128938.5,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,310,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015531588012.0,65110901.5,16,16,3887,13439,1885,66,242.9375,466.9666032959424,2826,66,839.9375,1037.8867031587552,266.0998327599565,0.4914691589702533,2034715.671875,8536196.676881924,45804429.0,0.0,65110901.5,4340726.766666667,12061681.20109053,45804429.0,161.75,65086892.0,4339126.133333334,12074917.751632258,45861831.25,328.75,5,10,0,0,488,520,0.24573457948512664,0.24573457948512664,66,2826,541.4375,858.3330114784995,736735.55859375,1,2,0,15,30,0,0,0,1.0,541.4375,242.9375,839.9375,nan,nan,nan,nan,nan,nan,16,3887,16,13439,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
48016,6,1730015596721419.5,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,289,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015533360024.0,65097582.25,12,12,2717,10026,1888,66,226.41666666666666,501.3318026904825,2826,66,835.5,1140.6175593364617,195.7522777276417,0.36867728678202943,2712399.2604166665,10045869.340189368,48129175.5,0.0,65097582.25,5917962.0227272725,14186792.274654852,48129175.5,145.75,65084993.0,5916817.545454546,14201746.268865645,48181553.75,175.0,3,9,0,0,360,392,0.18433864339101472,0.18433864339101472,66,2826,530.9583333333334,932.1569735103036,868916.6232638889,1,2,0,12,22,0,0,0,1.0,530.9583333333334,226.41666666666666,835.5,nan,nan,nan,nan,nan,nan,12,2717,12,10026,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
35542,6,1730015598479102.2,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,289,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015604859151.0,185335.25,7,7,3212,5668,1854,66,458.85714285714283,606.5015436492965,4598,66,809.7142857142857,1553.9358981342195,47913.17355980581,75.538787143838,13238.232142857143,20282.15985092394,48059.5,0.0,138468.5,23078.083333333332,22432.476597217756,48425.5,298.25,145187.5,24197.916666666668,23807.64732560854,48681.0,351.0,3,3,0,0,232,200,37.769393571919,37.769393571919,66,4598,634.2857142857143,1192.4997411542954,1422055.6326530615,1,2,0,6,12,0,0,0,1.0,634.2857142857143,458.85714285714283,809.7142857142857,nan,nan,nan,nan,nan,nan,7,3212,7,5668,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015605045731.2,671.75,3,0,222,0,90,66,74.0,11.313708498984761,0,0,0,0,330480.08931894304,4465.94715295869,223.91666666666666,172.50897722212088,419.75,0.0,671.75,335.875,83.875,419.75,252.0,0,0,0,0,0,1,0,0,0,64,0,4465.94715295869,0.0,66,90,74.0,11.313708498984761,128.0,1,0,0,1,2,0,0,0,0,74.0,74.0,0,nan,nan,nan,nan,nan,nan,3,222,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015529259389.8,90056912.5,11,13,4608,2130,2244,66,418.90909090909093,648.7588786634276,816,66,163.84615384615384,202.67512699044184,74.81935381695436,0.2664981436044679,3752371.3541666665,12462879.221180594,48185062.75,0.0,48285914.25,4828591.425,14453868.072018322,48190175.5,397.25,90056153.0,7504679.416666667,16809861.15412285,48195560.25,280.5,6,6,0,0,360,392,0.12214498248538112,0.14435316111908678,66,2244,280.75,480.9454447578575,231308.52083333334,1,2,0,12,22,0,0,0,0.8461538461538461,280.75,418.90909090909093,163.84615384615384,nan,nan,nan,nan,nan,nan,11,4608,13,2130,64240,43338,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015619317326.5,647.0,3,0,198,0,66,66,66.0,0.0,0,0,0,0,306027.8207109737,4636.7851622874805,215.66666666666666,156.39764135760558,366.0,0.0,647.0,323.5,42.5,366.0,281.0,0,0,0,0,0,0,0,0,0,64,0,4636.7851622874805,0.0,66,66,66.0,0.0,0.0,1,0,0,0,2,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,3,198,0,0,496,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015588023652.5,45362724.0,2,1,144,60,78,66,72.0,6.0,60,60,60.0,0.0,4.497084434347461,0.06613359462275678,15120908.0,21360824.016948987,45329669.0,0.0,45329669.0,45329669.0,0.0,45329669.0,45329669.0,0,0,0,0,0,0,0,0,0,76,0,0.044089063081837854,0.022044531540918927,60,78,68.0,7.483314773547883,56.0,0,0,1,0,2,0,0,0,2.0,68.0,72.0,60.0,nan,nan,nan,nan,nan,nan,2,144,1,60,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015649325319.0,5306352.0,13,19,3345,22755,1801,66,257.3076923076923,480.4647405001799,2962,66,1197.6315789473683,1242.7332444645983,4918.633366199603,6.0305083417006635,165823.5,853111.3035529311,4912531.0,0.0,393491.5,32790.958333333336,45786.12029405415,107654.5,143.5,5212958.0,289608.77777777775,1121862.8837464782,4912827.0,202.75,3,12,0,0,424,584,2.4498940138158942,3.580614327884769,66,2962,815.625,1106.364026609235,1224041.359375,1,2,0,15,30,0,0,0,0.6842105263157895,815.625,257.3076923076923,1197.6315789473683,nan,nan,nan,nan,nan,nan,13,3345,19,22755,64240,65160,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015664178573.2,435632.5,9,8,6380,5734,2922,66,708.8888888888889,987.0453602595358,4598,66,716.75,1474.2366456915931,27807.84261963926,39.02371838648402,25625.441176470587,33890.504305879454,91349.75,0.0,402780.75,50347.59375,51396.22245647921,131083.0,226.25,357827.75,51118.25,37123.93245939875,91790.0,192.25,4,3,0,0,296,232,20.659615616373895,18.36410277011013,66,4598,712.5882352941177,1240.388414443283,1538563.4186851215,1,2,0,7,15,0,0,0,1.125,712.5882352941177,708.8888888888889,716.75,nan,nan,nan,nan,nan,nan,9,6380,8,5734,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
