Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,1730015664614918.0,245.25,2,0,156,0,90,66,78.0,12.0,0,0,0,0,636085.6269113149,8154.9439347604475,122.625,122.625,245.25,0.0,245.25,245.25,0.0,245.25,245.25,0,0,0,0,0,1,0,0,0,32,0,8154.9439347604475,0.0,66,90,78.0,12.0,144.0,1,0,0,1,1,0,0,0,0,78.0,78.0,0,nan,nan,nan,nan,nan,nan,2,156,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015666168686.2,335141.5,10,9,10712,5800,2922,66,1071.2,1228.6880645631745,4598,66,644.4444444444445,1404.888774649368,49268.741710590904,56.69247168733207,17639.026315789473,32549.878961483126,83230.5,0.0,248255.25,27583.916666666668,38180.80081809588,85735.0,298.0,258329.25,32291.15625,39605.69436842729,84119.0,211.5,6,3,0,0,328,264,29.838142993332667,26.854328693999403,66,4598,869.0526315789474,1332.248415024458,1774885.8393351801,1,2,0,9,17,0,0,0,1.1111111111111112,869.0526315789474,1071.2,644.4444444444445,nan,nan,nan,nan,nan,nan,10,10712,9,5800,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015666504523.0,371.25,3,0,222,0,90,66,74.0,11.313708498984761,0,0,0,0,597979.7979797979,8080.808080808081,123.75,92.60602032265506,222.75,0.0,371.25,185.625,37.125,222.75,148.5,0,0,0,0,0,1,0,0,0,64,0,8080.808080808081,0.0,66,90,74.0,11.313708498984761,128.0,1,0,0,1,2,0,0,0,0,74.0,74.0,0,nan,nan,nan,nan,nan,nan,3,222,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015674917594.2,1242940.75,9,7,4825,5667,2922,66,536.1111111111111,869.0088152531333,4596,66,809.5714285714286,1553.2137059421443,8441.271235173519,12.872697270565792,77683.796875,237594.11080737135,995089.5,0.0,247851.25,30981.40625,32888.754613074416,83840.0,346.5,1205853.0,200975.5,373377.8509309191,1035316.5,5843.75,4,3,0,0,296,200,7.240892214693258,5.631805055872534,66,4596,655.75,1224.1922081519715,1498646.5625,1,2,0,7,14,0,0,0,1.2857142857142858,655.75,536.1111111111111,809.5714285714286,nan,nan,nan,nan,nan,nan,9,4825,7,5667,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015676161752.0,429.5,2,0,156,0,90,66,78.0,12.0,0,0,0,0,363213.0384167637,4656.577415599535,214.75,214.75,429.5,0.0,429.5,429.5,0.0,429.5,429.5,0,0,0,0,0,1,0,0,0,32,0,4656.577415599535,0.0,66,90,78.0,12.0,144.0,1,0,0,1,1,0,0,0,0,78.0,78.0,0,nan,nan,nan,nan,nan,nan,2,156,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015430089606.2,248742216.25,6,9,396,683,66,66,66.0,0.0,124,66,75.88888888888889,19.564391942985743,4.33782417905107,0.06030339451878225,16582814.416666666,20926452.498959452,45045504.75,0.0,225280347.75,45056069.55,832.3539121071036,45056898.25,45054614.25,248727381.5,31090922.6875,19257774.987469796,45060963.0,148.5,0,2,0,0,192,256,0.0241213578075129,0.03618203671126935,66,124,71.93333333333334,15.910024792214777,253.1288888888889,1,0,0,2,14,0,0,0,0.6666666666666666,71.93333333333334,66.0,75.88888888888889,nan,nan,nan,nan,nan,nan,6,396,9,683,501,300,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015678832457.8,217.25,2,0,132,0,66,66,66.0,0.0,0,0,0,0,607594.9367088608,9205.983889528194,108.625,108.625,217.25,0.0,217.25,217.25,0.0,217.25,217.25,0,0,0,0,0,0,0,0,0,32,0,9205.983889528194,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015654671853.0,25643216.5,2,0,132,0,66,66,66.0,0.0,0,0,0,0,5.147560174442235,0.0779933359763975,12821608.25,12821608.25,25643216.5,0.0,25643216.5,25643216.5,0.0,25643216.5,25643216.5,0,0,0,0,0,0,0,0,0,32,0,0.0779933359763975,0.0,66,66,66.0,0.0,0.0,0,0,1,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015679806178.5,6954793.25,24,27,6488,21902,1883,66,270.3333333333333,497.5116134881231,2866,66,811.1851851851852,951.2716260076236,4082.0767748919066,7.333072050704024,136368.49509803922,848817.2351605304,6109830.0,0.0,6954793.25,302382.3152173913,1248687.5019432039,6129830.75,157.5,827639.25,31832.278846153848,113866.00363862509,598916.75,255.75,11,16,0,0,744,872,3.450857435625423,3.8822146150786008,66,2866,556.6666666666666,817.57579649017,668430.1830065359,1,2,0,27,49,0,0,0,0.8888888888888888,556.6666666666666,270.3333333333333,811.1851851851852,nan,nan,nan,nan,nan,nan,24,6488,27,21902,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
49794,6,1730015686778168.0,24130.25,2,0,132,0,66,66,66.0,0.0,0,0,0,0,5470.312160048073,82.88351757648594,12065.125,12065.125,24130.25,0.0,24130.25,24130.25,0.0,24130.25,24130.25,0,0,0,0,0,0,0,0,0,32,0,82.88351757648594,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,1034,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015686766565.2,10428102.75,31,39,6894,38386,1885,66,222.38709677419354,438.92498274610443,2866,66,984.2564102564103,868.2559801546392,4342.112950507703,6.712630444689471,148972.89642857143,1189352.1937470043,10027807.0,0.0,10428102.75,347603.425,1800631.9325580106,10043411.0,263.0,10412428.5,274011.2763157895,1603629.214311826,10027807.0,207.0,11,29,0,0,968,1268,2.9727363397910516,3.7398941048984193,66,2866,646.8571428571429,805.3241634045667,648547.0081632652,1,2,0,40,68,0,0,0,0.7948717948717948,646.8571428571429,222.38709677419354,984.2564102564103,nan,nan,nan,nan,nan,nan,31,6894,39,38386,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
50290,6,1730015697217016.5,23316.5,2,0,132,0,66,66,66.0,0.0,0,0,0,0,5661.2270280702505,85.77616709197349,11658.25,11658.25,23316.5,0.0,23316.5,23316.5,0.0,23316.5,23316.5,0,0,0,0,0,0,0,0,0,32,0,85.77616709197349,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,1034,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015704381165.0,384503.75,8,8,4941,5734,2922,66,617.625,903.794907252193,4598,66,716.75,1474.2366456915931,27763.058227650577,41.612077905612104,24031.484375,35950.04115549504,87998.5,0.0,259012.25,37001.75,42417.97022510456,88336.75,171.0,301831.0,43118.71428571428,38536.069546786886,88354.25,186.25,4,3,0,0,264,232,20.806038952806052,20.806038952806052,66,4598,667.1875,1223.7507517234667,1497565.90234375,1,2,0,7,14,0,0,0,1.0,667.1875,617.625,716.75,nan,nan,nan,nan,nan,nan,8,4941,8,5734,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015704766377.2,359.5,3,0,222,0,90,66,74.0,11.313708498984761,0,0,0,0,617524.3393602226,8344.923504867871,119.83333333333333,90.37798711829974,218.25,0.0,359.5,179.75,38.5,218.25,141.25,0,0,0,0,0,1,0,0,0,64,0,8344.923504867871,0.0,66,90,74.0,11.313708498984761,128.0,1,0,0,1,2,0,0,0,0,74.0,74.0,0,nan,nan,nan,nan,nan,nan,3,222,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015709425059.2,344176.0,8,7,4861,5668,2922,66,607.625,903.7022376728963,4598,66,809.7142857142857,1553.9358981342195,30591.906466459022,43.582353214634374,22945.066666666666,36862.67744440921,86137.0,0.0,256129.75,36589.96428571428,41808.78211239762,86963.5,287.75,263481.25,43913.541666666664,42319.096369482104,87304.75,292.0,4,3,0,0,264,200,23.243921714471668,20.33843150016271,66,4598,701.9333333333333,1254.031071739807,1572593.9288888888,1,2,0,7,13,0,0,0,1.1428571428571428,701.9333333333333,607.625,809.7142857142857,nan,nan,nan,nan,nan,nan,8,4861,7,5668,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015709769878.8,409.5,3,0,222,0,90,66,74.0,11.313708498984761,0,0,0,0,542124.5421245422,7326.007326007327,136.5,100.83732774457417,240.5,0.0,409.5,204.75,35.75,240.5,169.0,0,0,0,0,0,1,0,0,0,64,0,7326.007326007327,0.0,66,90,74.0,11.313708498984761,128.0,1,0,0,1,2,0,0,0,0,74.0,74.0,0,nan,nan,nan,nan,nan,nan,3,222,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015726842318.8,616093.0,9,7,4935,5668,2922,66,548.3333333333334,868.8931656615406,4598,66,809.7142857142857,1553.9358981342195,17210.064065003175,25.970105162694594,38505.8125,49453.467629974206,167187.75,0.0,448905.25,56113.15625,58412.040224482174,147206.0,188.0,535820.75,89303.45833333333,61241.01575119283,207714.25,18522.5,4,3,0,0,296,200,14.608184154015708,11.361921008678884,66,4598,662.6875,1223.89760186208,1497925.33984375,1,2,0,7,14,0,0,0,1.2857142857142858,662.6875,548.3333333333334,809.7142857142857,nan,nan,nan,nan,nan,nan,9,4935,7,5668,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015727459578.0,379.0,2,0,156,0,90,66,78.0,12.0,0,0,0,0,411609.4986807388,5277.0448548812665,189.5,189.5,379.0,0.0,379.0,379.0,0.0,379.0,379.0,0,0,0,0,0,1,0,0,0,32,0,5277.0448548812665,0.0,66,90,78.0,12.0,144.0,1,0,0,1,1,0,0,0,0,78.0,78.0,0,nan,nan,nan,nan,nan,nan,2,156,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015691841435.5,60032658.25,7,10,2523,1210,2115,54,360.42857142857144,716.6317757682926,325,60,121.0,95.61589825965136,62.18282029848312,0.28317919771610317,3531332.838235294,11000851.503238734,45355879.5,0.0,45448404.75,7574734.125,16896244.515639372,45355879.5,486.5,60016614.75,6668512.75,14417123.106137073,45373384.0,152.0,2,5,0,0,160,192,0.11660319905957188,0.16657599865653128,54,2115,219.58823529411765,480.3430218969785,230729.41868512114,1,2,0,7,15,0,0,0,0.7,219.58823529411765,360.42857142857144,121.0,nan,nan,nan,nan,nan,nan,7,2523,10,1210,64240,42340,0,54,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015751912493.5,3714.25,1,1,54,60,54,54,54.0,0.0,60,60,60.0,0.0,30692.60281348859,538.4667160261156,1857.125,1857.125,3714.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,269.2333580130578,269.2333580130578,54,60,57.0,3.0,9.0,1,0,0,0,1,0,0,0,1.0,57.0,54.0,60.0,nan,nan,nan,nan,nan,nan,1,54,1,60,501,0,0,54,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015768082730.5,340323.25,7,6,3210,5602,1852,66,458.57142857142856,605.844359349084,4598,66,933.6666666666666,1646.092409988644,25893.029641671557,38.19897700201206,26178.71153846154,38699.684103988766,86990.75,0.0,253042.75,42173.791666666664,41518.984467805174,87304.25,203.0,263435.25,52687.05,42701.78815032223,88304.0,393.25,3,3,0,0,232,168,20.56867992416034,17.63029707785172,66,4598,677.8461538461538,1226.5112402604418,1504329.822485207,1,2,0,6,11,0,0,0,1.1666666666666667,677.8461538461538,458.57142857142856,933.6666666666666,nan,nan,nan,nan,nan,nan,7,3210,6,5602,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015768424072.2,708.0,3,0,222,0,90,66,74.0,11.313708498984761,0,0,0,0,313559.3220338983,4237.28813559322,236.0,175.6788025535997,421.25,0.0,708.0,354.0,67.25,421.25,286.75,0,0,0,0,0,1,0,0,0,64,0,4237.28813559322,0.0,66,90,74.0,11.313708498984761,128.0,1,0,0,1,2,0,0,0,0,74.0,74.0,0,nan,nan,nan,nan,nan,nan,3,222,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015532762528.2,244437615.75,20,22,4051,8793,1871,66,202.55,401.55279540802604,2866,66,399.6818181818182,807.4851750039994,52.54510424097851,0.17182298179080485,5819943.232142857,14793262.279968064,48567443.0,0.0,244437615.75,12865137.671052631,19837228.956754133,48577601.25,249.5,244431394.75,11639590.226190476,19241685.631501064,48585646.0,314.5,7,10,0,0,616,712,0.08182046751943088,0.09000251427137397,66,2866,305.8095238095238,654.2301633033773,428017.10657596367,1,2,0,17,40,0,0,0,0.9090909090909091,305.8095238095238,202.55,399.6818181818182,nan,nan,nan,nan,nan,nan,20,4051,22,8793,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
37732,6,1730015777209613.5,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,1042,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015775343921.0,3144687.25,8,6,3278,5603,1854,66,409.75,582.017342954658,4598,66,933.8333333333334,1646.0515804662853,2824.1282181558754,4.451953051929091,224620.51785714287,665063.1554156924,2614086.75,0.0,530600.5,75800.07142857143,72173.3474415831,194039.0,221.75,3058997.5,611799.5,1023092.940744608,2654829.75,15626.75,3,3,0,0,264,168,2.543973172530909,1.9079798793981817,66,4598,634.3571428571429,1192.4935224228298,1422040.801020408,1,2,0,6,12,0,0,0,1.3333333333333333,634.3571428571429,409.75,933.8333333333334,nan,nan,nan,nan,nan,nan,8,3278,6,5603,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015778490074.8,623.5,2,0,156,0,90,66,78.0,12.0,0,0,0,0,250200.48115477143,3207.698476343224,311.75,311.75,623.5,0.0,623.5,623.5,0.0,623.5,623.5,0,0,0,0,0,1,0,0,0,32,0,3207.698476343224,0.0,66,90,78.0,12.0,144.0,1,0,0,1,1,0,0,0,0,78.0,78.0,0,nan,nan,nan,nan,nan,nan,2,156,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015458761514.2,351521307.0,8,10,528,699,66,66,66.0,0.0,105,66,69.9,11.7,3.4905423243661304,0.05120599986845179,19528961.5,21909922.71209322,45051222.25,0.0,315392447.75,45056063.96428572,430.01738811544897,45056664.25,45055559.25,351507359.25,39056373.25,14087196.37397187,45065576.0,308.75,0,1,0,0,256,288,0.02275822216375635,0.028447777704695438,66,105,68.16666666666667,8.9333955221716,79.80555555555557,1,0,0,1,17,0,0,0,0.8,68.16666666666667,66.0,69.9,nan,nan,nan,nan,nan,nan,8,528,10,699,501,10,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015810283824.2,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015691052152.8,138245138.5,10,8,2760,2423,2094,66,276.0,606.2956374575031,1441,66,302.875,461.5131193964046,37.4913726170559,0.13020349355720745,7680285.472222222,16881339.588853694,46151879.75,0.0,138245138.5,15360570.944444444,21265704.53014096,46151879.75,474.75,136358501.75,19479785.964285713,22484567.271618392,46207906.0,227.75,2,2,0,0,296,264,0.07233527419844858,0.05786821935875886,66,2094,287.94444444444446,546.8652558214787,299061.60802469135,1,2,0,4,16,0,0,0,1.25,287.94444444444446,276.0,302.875,nan,nan,nan,nan,nan,nan,10,2760,8,2423,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015680315819.8,148985793.0,10,8,3010,2948,2334,66,301.0,678.0202061885767,1526,66,368.5,536.879642005543,39.99039022465719,0.1208168888962453,8276988.5,17151290.12647125,48675784.5,0.0,148985793.0,16553977.0,21252259.761442155,48675784.5,429.5,138889358.0,19841336.85714286,22924329.418965675,48731160.75,580.75,2,2,0,0,296,264,0.06712049383124738,0.05369639506499791,66,2334,331.0,620.182858339198,384626.77777777775,1,2,0,4,16,0,0,0,1.25,331.0,301.0,368.5,nan,nan,nan,nan,nan,nan,10,3010,8,2948,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015751917108.5,77385940.75,3,1,174,60,66,54,58.0,5.656854249492381,60,60,60.0,0.0,3.023805070173551,0.051688975558522234,19346485.1875,19890532.584607225,45276187.0,0.0,77385940.75,38692970.375,6583216.625,45276187.0,32109753.75,0,0,0,0,0,0,0,0,0,52,20,0.03876673166889168,0.012922243889630558,54,66,58.5,4.9749371855331,24.75,0,0,1,0,3,0,0,0,3.0,58.5,58.0,60.0,nan,nan,nan,nan,nan,nan,3,174,1,60,501,83,0,54,0,0,0,0,0,0,0,0,BENIGN
35594,6,1730015829308633.2,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,9,0,0,66,0,0,0,0,0,0,0,0,BENIGN
34770,6,1730015829313681.5,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,1042,0,0,66,0,0,0,0,0,0,0,0,BENIGN
80,6,1730015856215755.0,55370.0,3,3,293,395,153,66,97.66666666666667,39.262648351270904,255,66,131.66666666666666,87.27097010015542,12425.501173920895,108.36192884233338,9228.333333333334,13062.842921867692,31971.0,0.0,23008.75,11504.375,11319.875,22824.25,184.5,32733.0,16366.5,15976.25,32342.75,390.25,1,1,0,0,104,72,54.18096442116669,54.18096442116669,66,255,114.66666666666667,69.77025791043694,4867.888888888888,1,2,0,2,4,0,0,0,1.0,114.66666666666667,97.66666666666667,131.66666666666666,nan,nan,nan,nan,nan,nan,3,293,3,395,64240,65160,0,66,0,0,0,0,0,0,0,0,BENIGN
80,6,1730015856273079.8,517.5,2,0,132,0,66,66,66.0,0.0,0,0,0,0,255072.46376811597,3864.734299516909,258.75,258.75,517.5,0.0,517.5,517.5,0.0,517.5,517.5,0,0,0,0,0,0,0,0,0,32,0,3864.734299516909,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015678445717.5,180779214.0,23,25,4869,52827,2101,66,211.69565217391303,440.2276520543325,5858,66,2113.08,2469.595933265197,319.1517361061211,0.2655172513362073,3766233.625,12477733.384317456,46402868.75,0.0,136667764.25,6212171.1022727275,15623107.653138932,46461820.75,150.5,180761316.25,7531721.510416667,16829664.56546934,46418730.5,167.25,6,16,0,0,744,776,0.12722701626526597,0.1382902350709413,66,5858,1202.0,2042.4548240618037,4171621.7083333335,1,2,0,22,46,0,0,0,0.92,1202.0,211.69565217391303,2113.08,nan,nan,nan,nan,nan,nan,23,4869,25,52827,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015859225938.8,347.25,2,0,132,0,66,66,66.0,0.0,0,0,0,0,380129.58963282936,5759.539236861051,173.625,173.625,347.25,0.0,347.25,347.25,0.0,347.25,347.25,0,0,0,0,0,0,0,0,0,32,0,5759.539236861051,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,576,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015452665024.8,410182013.75,65,65,15051,7149,2866,66,231.55384615384617,514.8861272394787,391,66,109.98461538461538,73.49965825303958,54.12231462087116,0.31693247300510136,3155246.2596153845,11262545.566778531,46970403.25,0.0,410182013.75,6409093.96484375,15394976.200228656,46987325.75,136.25,410165739.75,6408839.68359375,15394245.640450232,46972738.5,140.5,34,30,0,0,2048,2080,0.15846623650255068,0.15846623650255068,66,2866,170.76923076923077,372.75961605429677,138949.73136094675,1,0,0,64,129,0,0,0,1.0,170.76923076923077,231.55384615384617,109.98461538461538,nan,nan,nan,nan,nan,nan,65,15051,65,7149,501,910,0,66,0,0,0,0,0,0,0,0,BENIGN
44978,6,1730015862863458.2,549.0,4,0,288,0,78,66,72.0,6.0,0,0,0,0,524590.1639344263,7285.974499089253,137.25,87.69086326408242,244.0,0.0,549.0,183.0,43.36665385600631,244.0,147.0,0,0,0,0,0,0,0,0,0,120,0,7285.974499089253,0.0,66,78,72.0,6.0,36.0,1,0,0,0,3,0,0,0,0,72.0,72.0,0,nan,nan,nan,nan,nan,nan,4,288,0,0,877,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015444387120.5,450972601.25,111,102,110101,8803,2922,66,991.9009009009009,1212.1499472770986,165,60,86.30392156862744,37.600529099240994,263.66125052924156,0.4723125072556722,2117242.2593896715,8249382.8238841025,46852120.75,0.0,415844380.0,3780403.4545454546,10787366.04563865,46977992.0,163.0,450855910.75,4463919.908415842,11575621.177167894,46968759.0,152.25,84,26,0,0,3552,3232,0.24613468687971649,0.22617782037595568,60,2922,558.2347417840375,985.4100222914547,971032.9120324451,0,0,1,110,212,0,0,0,1.088235294117647,558.2347417840375,991.9009009009009,86.30392156862744,nan,nan,nan,nan,nan,nan,111,110101,102,8803,501,16385,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015829304422.5,90056739.25,13,16,4070,8126,1909,66,313.0769230769231,504.3427499899802,2862,66,507.875,742.8038835217543,135.42573383812584,0.32201920968396597,3105404.8017241377,11406448.92656169,47139509.0,0.0,47250292.5,3937524.375,13040956.176774746,47189479.25,430.25,90042560.5,6002837.366666666,15306123.744707625,47159705.5,147.25,6,10,0,0,424,488,0.14435343882384682,0.17766577086011914,66,2862,420.55172413793105,654.0850195822061,427827.21284185495,1,2,0,16,27,0,0,0,0.8125,420.55172413793105,313.0769230769231,507.875,nan,nan,nan,nan,nan,nan,13,4070,16,8126,64240,43338,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015919361756.2,188.5,2,0,132,0,66,66,66.0,0.0,0,0,0,0,700265.2519893899,10610.079575596817,94.25,94.25,188.5,0.0,188.5,188.5,0.0,188.5,188.5,0,0,0,0,0,0,0,0,0,32,0,10610.079575596817,0.0,66,66,66.0,0.0,0.0,1,0,0,0,1,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,2,132,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015431625357.5,494510305.25,18,29,1472,2186,111,66,81.77777777777777,16.133318028765316,107,66,75.37931034482759,13.212882410486415,7.397216925844844,0.09504351982359421,10521495.85638298,16703503.992808353,45420454.5,0.0,494482312.5,29087194.852941178,15264796.328888725,45453377.25,14482869.75,494484556.0,17660162.714285713,18519613.08330491,45448293.0,147.75,9,10,0,0,576,896,0.036399645889887144,0.05864387393370707,66,111,77.82978723404256,14.733547115105328,217.0774105930285,1,0,0,19,46,0,0,0,0.6206896551724138,77.82978723404256,81.77777777777777,75.37931034482759,nan,nan,nan,nan,nan,nan,18,1472,29,2186,501,76,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015926136241.5,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015926301401.0,149942.0,10,10,3743,4937,1923,66,374.3,610.0270567769925,2914,66,493.7,837.4492283117826,57889.05043283403,133.38490883141483,7497.1,14164.841055717852,37757.75,0.0,113511.0,12612.333333333334,16694.67329303305,38314.25,145.0,116631.75,12959.083333333334,17883.387734462147,39541.5,171.5,4,7,0,0,328,296,66.69245441570742,66.69245441570742,66,2914,434.0,735.0450326340557,540291.2,1,2,0,11,18,0,0,0,1.0,434.0,374.3,493.7,nan,nan,nan,nan,nan,nan,10,3743,10,4937,64240,65535,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015926452343.2,0.0,1,0,66,0,66,66,66.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66.0,0.0,0.0,1,0,0,0,0,0,0,0,0,66.0,66.0,0,nan,nan,nan,nan,nan,nan,1,66,0,0,501,0,0,66,0,0,0,0,0,0,0,0,BENIGN
443,6,1730015583173483.5,343293952.5,18,18,4074,22029,2161,66,226.33333333333334,495.92651785431997,7306,66,1223.8333333333333,2225.07828201866,76.03687688031732,0.10486639726052267,9535943.125,18103041.559215188,47546616.5,0.0,343293952.5,20193761.911764707,21896130.685208753,47546616.5,232.5,317952809.5,18703106.44117647,22355073.121348374,47563671.25,358.5,3,5,0,0,552,584,0.052433198630261336,0.052433198630261336,66,7306,725.0833333333334,1687.3677129218488,2847209.798611111,1,2,0,8,34,0,0,0,1.0,725.0833333333334,226.33333333333334,1223.8333333333333,nan,nan,nan,nan,nan,nan,18,4074,18,22029,64240,65160,0,66,0,0,0,0,0,0,0,0,BENIGN
